Time LX LY LZ
65.3138 2204.41 810.731 15089.5
65.4859 294.062 5006.45 12753.8
65.5328 449.6 210.542 1405.1
65.722 1865.32 681.172 13699.8
65.7531 359.208 1122.37 1152.78
65.8765 1669.5 555.331 12522.2
65.9406 372.92 1071.02 1076.36
66.0394 379.037 903.429 920.587
66.136 260.142 3773.7 9969.87
66.2992 307.196 874.193 2518.77
66.3878 2102.68 707.25 14206.9
66.4439 881.132 190.832 3773.44
66.5418 367.307 607.388 618.271
66.6479 780.01 177.365 2632.76
66.7957 2386.79 4539.19 16625.3
66.956 3862.52 3862.52 10956.7
67.0104 374.93 1489.02 1489.02
67.1 4456.55 7290.52 22390.8
67.1588 255.606 1771.7 8180.83
67.2533 4514.64 7405.56 22797.9
67.5612 303.999 1152.22 2843.18
67.5928 5246.84 8720.09 25118.9
67.6584 5274.74 8802.18 25246.9
67.7624 5301.82 8881.68 25371.4
67.8168 5324.96 8950.13 25479
67.9601 5345.65 9003.53 25571.8
67.9897 5367.5 9056.75 25668.2
68.071 5323.89 9091.08 25574
68.1655 5279.41 9082.01 25069.7
68.3232 4801.76 8016.95 23314.4
68.3729 4925.72 8378.76 23791.8
68.4652 7403.2 1800.24 21524.5
68.5776 8091.59 1747.55 21679.1
68.6717 9029.11 1781.51 22457.1
68.7757 2501.43 857.337 15176.6
68.877 2595.2 877.655 15477
68.9768 2685.61 892.282 15759.6
69.0733 2766.59 897.691 16004.6
69.183 2833.46 898.339 16203.7
69.2754 2237.96 630.785 15259.7
69.5284 379.776 513.542 572.179
69.5559 2959.88 890.158 16550
69.8861 494.753 238.882 2688.5
69.9106 2314.08 644.732 15513.1
69.9437 374.489 457.556 543.695
69.976 374.372 1664.55 2212.62
70.0052 3009.54 955.416 16786.7
70.0917 2995.24 951.651 16743.8
70.1892 2978.81 947.234 16694.6
70.2931 2926.95 841.966 16434.5
70.4482 2908.92 837.45 16381.8
70.5505 2890.35 833.525 16326.9
70.5947 2872.01 830.173 16272.3
70.7006 2854.69 827.374 16220.1
70.7948 2838.89 825.38 16172.9
70.9069 2825.1 823.945 16131.3
71.0121 2813.75 823.094 16098.5
71.1074 2805.31 822.885 16075
71.3476 2799.4 823.408 16059.8
71.4513 2796.1 824.575 16052.1
71.5683 2795.17 826.238 16052.7
71.6511 2796.72 828.34 16059.5
71.8141 2800.76 830.977 16075.9
71.8599 2806.7 833.781 16097.9
71.9763 2814.22 837.065 16125
72.0619 2823.35 840.723 16155.9
